uid,target,sources,n_source,silhouette_score,sil_gene_scores,sil_score_optimal,note,cluster_note
883499e08465,ATP5ME,TSNAX;SUCLG1;MRPL2,3,0.00623,0.05199;0.01216;-0.04545,False,c1,hc-inco-t-0.9265-nc-12
326acc4d7c9e,ATP5ME,USF2;SOD1;ZNF688;SPAG7;RPL35,5,0.07731,0.12925;0.11580;0.08346;0.04217;0.01589,False,c1,hc-inco-t-0.9265-nc-12
cde13f873882,ATP5MF,GTF2A2;CPSF4,2,0.02066,0.04144;-0.00012,False,c1,hc-inco-t-0.8892-nc-7
399605475fe7,ATP5MF,DRAP1;NME1;SOD1;SPAG7;ZCCHC17;PQBP1;GTF3A;SNAPC5;TCEAL2;UQCRB;TCEAL6;ECSIT;MESP1;MRPL2;MAGEF1;YWHAE;TPI1;CYCS;PRDX5;STAU2;TAF9;ZNF575;BAD,23,0.31049,0.49459;0.48712;0.48440;0.48438;0.47193;0.45352;0.42462;0.41112;0.39236;0.35978;0.32307;0.29599;0.27094;0.26080;0.22124;0.21276;0.20271;0.17453;0.17027;0.16354;0.15037;0.12421;0.10709,True,c1,hc-inco-t-0.8892-nc-7
61e1f54bf98d,ATP5MF,ZNF622;POLE4,2,0.08548,0.12169;0.04926,False,c1,hc-inco-t-0.8892-nc-7
c30bea139acf,ATP5MK,TPI1;CYCS,2,0.0823,0.10743;0.05718,False,c1,hc-inco-t-0.9184-nc-8
f3834f37cbda,ATP5MK,UQCRB;SNAPC5;ZCCHC17;DRAP1;GTF3A;SPAG7;NME1;MSRA;SOD1;BAD;ECSIT;POLE4;TIMM8A;TCEAL2;STUB1;GTF2A2;MESP1;PRDX5;ARNTL2;ZNF32;ZNF622;SRP9,22,0.33884,0.52832;0.50195;0.50080;0.49237;0.48189;0.47208;0.45885;0.44880;0.43245;0.41144;0.34456;0.33646;0.33540;0.31408;0.30081;0.28200;0.27442;0.24409;0.15527;0.09297;0.04100;0.00450,True,c1,hc-inco-t-0.9184-nc-8
c8da895ba4a7,ATP5MK,YWHAE;TAF9,2,0.00126,0.06532;-0.06280,False,c1,hc-inco-t-0.9184-nc-8
857044553d6f,ATP5MK,MAGOH;EXOSC3,2,0.03791,0.05129;0.02453,False,c1,hc-inco-t-0.9184-nc-8
354f5af055f9,ATP5PD,TCEAL2;TCEAL6;SNAPC5,3,0.30101,0.33911;0.30977;0.25416,False,c1,hc-inco-t-0.9495-nc-19
5b8716bdfe46,ATP5PD,RAN;SMUG1;WDR83,3,0.00464,0.07321;-0.00776;-0.05152,False,c1,hc-inco-t-0.9495-nc-19
dea4c3577bff,ATP5PD,GTF3A;ZNF622;SOD1;GOT1;NME1,5,0.19342,0.33366;0.29789;0.27688;0.07350;-0.01483,False,c1,hc-inco-t-0.9495-nc-19
84bc113aea18,ATP5PD,PQBP1;SPAG7,2,0.45177,0.47510;0.42844,True,c1,hc-inco-t-0.9495-nc-19
f04b3f056f60,ATP5PF,ZCCHC17;UQCRB,2,0.19582,0.25262;0.13903,False,c1,hc-inco-t-0.9042-nc-28
dcffaa637d12,ATP5PF,SOD1;SPAG7;PSMA6;TPI1;SNAPC5,5,0.3507,0.44979;0.43506;0.37477;0.33050;0.16340,True,c1,hc-inco-t-0.9042-nc-28
c80e717cbbed,ATP5PO,SOD1;NME1;TAF9;ZCCHC17;ECSIT;PSMA6;TCEAL2;GTF2B;MAGEF1;SNAPC5;YWHAE;UQCRB,12,0.32252,0.49677;0.49669;0.47835;0.42283;0.40619;0.38634;0.37214;0.23171;0.17545;0.14837;0.13471;0.12069,True,c1,hc-inco-t-0.9097-nc-20
d2036e993744,ATP5PO,SPAG7;GTF3A;ZNF32,3,0.12794,0.25200;0.07210;0.05972,False,c1,hc-inco-t-0.9097-nc-20
b633aa1f8f6b,ATP5PO,YEATS4;CYCS,2,0.04616,0.19995;-0.10762,False,c1,hc-inco-t-0.9097-nc-20
6a92b6a94d83,ATP6V0C,MNT;ZNF414;ZNF771,3,0.10639,0.14172;0.11739;0.06006,False,c1,hc-inco-t-0.9225-nc-24
78642da50011,ATP6V0C,GOT1;ZNF575;CTBP1;TCEAL6;SPAG7;MESP1;MRPL2;PKM;UBE2V1,9,0.16722,0.24759;0.21086;0.19745;0.18653;0.14561;0.14439;0.14150;0.13553;0.09548,True,c1,hc-inco-t-0.9225-nc-24
3324f77a5e8e,ATP6V0C,TAF9;TCEAL2;ILF2;PQBP1,4,0.01022,0.05394;0.04297;-0.02214;-0.03391,False,c1,hc-inco-t-0.9225-nc-24
6a22a3bb1283,ATP6V0C,PSMD12;SMAP2;ZNF777,3,0.08647,0.12363;0.09146;0.04432,False,c1,hc-inco-t-0.9225-nc-24
2fd7a99f4f3e,ATP6V0C,TBPL1;ZSCAN18,2,0.05028,0.14413;-0.04357,False,c1,hc-inco-t-0.9225-nc-24
9bc2b401cd9a,ATP6V0C,DPF1;ZBTB22;NME1,3,0.02764,0.08667;0.04208;-0.04582,False,c1,hc-inco-t-0.9225-nc-24
4ac035cb35ed,ATP6V0C,GTF2F1;RAB7A,2,0.03712,0.05963;0.01460,False,c1,hc-inco-t-0.9225-nc-24
acd7f551437d,ATP6V1E1,SNAPC5;SOD1;UBE2V1,3,0.08707,0.14042;0.09582;0.02496,False,c1,hc-inco-t-0.8944-nc-19
44c7674ba94c,ATP6V1E1,GOT1;DUSP26;ZMAT2;TAF9;NME1;SMAP2;ZNF25;TPI1,8,0.23401,0.31345;0.27509;0.27364;0.26771;0.25617;0.19854;0.17464;0.11287,True,c1,hc-inco-t-0.8944-nc-19
61ef73f5e39e,ATP6V1F,SCAND1;TAF9,2,0.1104,0.15942;0.06138,False,c1,hc-inco-t-0.9022-nc-5
2326c22f67ca,ATP6V1F,WRNIP1;HMGA1,2,0.20404,0.21915;0.18894,False,c1,hc-inco-t-0.9022-nc-5
3ba25f4ebd30,ATP6V1F,PRDX5;SOD1,2,0.21482,0.25013;0.17951,False,c1,hc-inco-t-0.9022-nc-5
b32e2770b2f0,ATP6V1F,SPAG7;PQBP1;ZNF706;DUSP26;TCEAL2;ECSIT;NME1;JAZF1;ZCCHC17;MESP1;YWHAE;MECP2;GTF3A;ZNF653;TCEAL6;THAP11;MAGEF1;DRAP1;UBE2K;NELFB;YWHAZ;DPF1;TPI1;MRPL2;SNAPC5;ARNTL2,26,0.25164,0.43699;0.40470;0.40434;0.35503;0.35432;0.34115;0.33738;0.31775;0.31058;0.30708;0.28534;0.27953;0.27085;0.26945;0.26029;0.24877;0.20981;0.19454;0.18116;0.17226;0.14969;0.14326;0.12159;0.07794;0.05898;0.04995,True,c1,hc-inco-t-0.9022-nc-5
545ab001ef29,ATP6V1G2,TEF;CBX7;SMAP2,3,0.13591,0.18786;0.14274;0.07714,False,c1,hc-inco-t-0.8764-nc-9
7f8a30d716bb,ATP6V1G2,SPAG7;UBE2V1,2,0.06029,0.06848;0.05210,False,c1,hc-inco-t-0.8764-nc-9
44c400c2f718,ATP6V1G2,GOT1;NME1;TCEAL6;JAZF1;STAU2;YWHAZ;GTF3A;SOD1;TCEAL2;CELF4;SNAPC5;HLF;DPF1;ZMAT2;CREBL2;TAF9;ZCCHC17;ZNF697;SPATS2;ARNTL2;DUSP26;TPI1;UBE2K;CYCS;MAPK1;ZNF25;AGMAT;ZNF653,28,0.29238,0.47524;0.47511;0.47342;0.45686;0.43949;0.43238;0.40972;0.40660;0.38033;0.37185;0.36700;0.36010;0.35189;0.35027;0.34829;0.30381;0.23888;0.23573;0.23114;0.22241;0.20371;0.19815;0.19103;0.14383;0.13227;0.12658;-0.02289;-0.11657,True,c1,hc-inco-t-0.8764-nc-9
ee8cd23ad8b9,B2M,SETDB1;DDX43,2,0.15766,0.17343;0.14190,False,c1,hc-inco-t-0.915-nc-80
ff613a107be9,B2M,SP110;SPI1;SP100;NMI;BACH1;SP140,6,0.07839,0.14542;0.14350;0.10132;0.05351;0.04868;-0.02209,False,c1,hc-inco-t-0.915-nc-80
bc1b90feb0f2,B2M,USF2;RFX5,2,0.0924,0.10452;0.08028,False,c1,hc-inco-t-0.915-nc-80
b1b0b077d48c,B2M,SMARCA1;METTL3,2,0.20426,0.22088;0.18764,False,c1,hc-inco-t-0.915-nc-80
e6bfa0572179,B2M,ZNF780A;BAX,2,0.06528,0.14648;-0.01593,False,c1,hc-inco-t-0.915-nc-80
21efd1c9a2ec,B2M,KLF3;MTF2,2,0.02014,0.08096;-0.04069,False,c1,hc-inco-t-0.915-nc-80
53731024f120,B2M,XPA;TAF1A;ZKSCAN7,3,0.10657,0.23336;0.06766;0.01869,False,c1,hc-inco-t-0.915-nc-80
5a322a72481b,B2M,IRF3;ZNF385A,2,0.09157,0.16750;0.01564,False,c1,hc-inco-t-0.915-nc-80
72a7bbe4c503,B2M,GTPBP1;RBM7,2,0.0192,0.03838;0.00001,False,c1,hc-inco-t-0.915-nc-80
f55ddb6c8927,B2M,SOX4;ZNF157;DBX2,3,0.1065,0.16425;0.13213;0.02311,False,c1,hc-inco-t-0.915-nc-80
69e44247c154,B2M,PRRX1;AKR1A1,2,0.09609,0.12746;0.06473,False,c1,hc-inco-t-0.915-nc-80
9f2288848e1f,B2M,HOXB2;RFXANK,2,0.08908,0.09834;0.07982,False,c1,hc-inco-t-0.915-nc-80
1f757fd2f72e,B2M,ZNF85;ID1,2,0.04976,0.06386;0.03567,False,c1,hc-inco-t-0.915-nc-80
0c31026c13f5,B2M,PROX2;ZNF34,2,0.05322,0.09856;0.00788,False,c1,hc-inco-t-0.915-nc-80
1edb7bb60c3a,B2M,CEBPB;ZBTB48,2,0.11549,0.15835;0.07264,False,c1,hc-inco-t-0.915-nc-80
e45fab7f3c85,B2M,MAFB;ZNF266;ZNF599,3,0.09003,0.18788;0.04896;0.03325,False,c1,hc-inco-t-0.915-nc-80
54c628c19b0e,B2M,MTERF1;MLXIPL;TFDP1;ZNF26,4,0.1466,0.39545;0.07266;0.06390;0.05439,False,c1,hc-inco-t-0.915-nc-80
a02fb358d60b,B2M,RNF114;STAT5B,2,0.14353,0.20818;0.07887,False,c1,hc-inco-t-0.915-nc-80
5f3b927f25a7,B2M,EOMES;ZBED5;TRIM69;MEF2B;ZNF490;YOD1;ZSCAN9,7,0.0537,0.16560;0.12509;0.08756;0.07280;0.04677;-0.06030;-0.06161,False,c1,hc-inco-t-0.915-nc-80
bc9b780d709a,B2M,STAT1;SP1;LCORL,3,0.00468,0.05399;0.00867;-0.04862,False,c1,hc-inco-t-0.915-nc-80
d08fd583693b,B2M,ZNF136;CSTF2,2,0.04788,0.08154;0.01421,False,c1,hc-inco-t-0.915-nc-80
6f5d0c335a19,B2M,TBX21;IRF1,2,0.1642,0.22854;0.09987,False,c1,hc-inco-t-0.915-nc-80
a584a621112a,B2M,ZNF691;FOXB1,2,0.03792,0.05768;0.01817,False,c1,hc-inco-t-0.915-nc-80
db6cfae0f60d,B2M,MSRB3;ZNF630;CDK2AP1,3,0.0543,0.13073;0.05481;-0.02264,False,c1,hc-inco-t-0.915-nc-80
4433023590c1,B2M,USP39;MAX,2,0.37282,0.38430;0.36134,True,c1,hc-inco-t-0.915-nc-80
b2369df6546c,B2M,ZSCAN26;ZNF687;DMRTA2;PCK2;THAP12;ZEB1;HMBOX1;ZNF18;ZBTB34,9,0.0868,0.16148;0.11824;0.11667;0.11236;0.07902;0.07061;0.05933;0.04370;0.01980,False,c1,hc-inco-t-0.915-nc-80
0fb9367b4930,B2M,ZSCAN2;ZNF613,2,0.09694,0.16791;0.02596,False,c1,hc-inco-t-0.915-nc-80
085bc4266e07,B2M,IRF9;STAT2;TRIM21;ZNF596;ETV7,5,0.05945,0.13683;0.12947;0.04496;0.01001;-0.02404,False,c1,hc-inco-t-0.915-nc-80
0fdfd261ea8f,B2M,EZH2;CEBPA,2,0.25883,0.28156;0.23611,False,c1,hc-inco-t-0.915-nc-80
7c440fd8c968,B2M,ZNF879;ELF1,2,0.1167,0.19392;0.03949,False,c1,hc-inco-t-0.915-nc-80
69f9ad4a45e9,B2M,ZNF589;ZNF79,2,0.16074,0.16699;0.15448,False,c1,hc-inco-t-0.915-nc-80
13946a04e633,B2M,ZSCAN32;ZNF225;LSM6,3,0.18636,0.35737;0.11912;0.08258,False,c1,hc-inco-t-0.915-nc-80
7f9962ccd485,B2M,ATF6;HESX1;HOXC4,3,0.08677,0.14544;0.05744;0.05744,False,c1,hc-inco-t-0.915-nc-80
d2f7ad3da161,B2M,TRMO;ZNF35,2,0.08062,0.10951;0.05174,False,c1,hc-inco-t-0.915-nc-80
3ec58ac341a7,B2M,CEBPE;ZNF624;ZNF276;ZIC2,4,0.12929,0.21087;0.17076;0.09498;0.04053,False,c1,hc-inco-t-0.915-nc-80
2f6ac653579e,B2M,ZNF124;ZNF205,2,0.2413,0.24339;0.23922,False,c1,hc-inco-t-0.915-nc-80
c1e6099baeea,B2M,MXD3;ZKSCAN4,2,0.06826,0.19089;-0.05438,False,c1,hc-inco-t-0.915-nc-80
dd804301013f,B4GAT1,HDAC8;CTBP1;GOT1;ZSCAN18;WRNIP1;UBE2V1;GTF2F1;TCEAL6;NFYC;SPATS2;ASH2L;DUSP26,12,0.15959,0.27681;0.25813;0.25769;0.25337;0.15777;0.14607;0.14172;0.13233;0.09623;0.08792;0.05710;0.04994,False,c1,hc-inco-t-0.9005-nc-29
875a85f1593f,B4GAT1,CERS6;SUCLG1,2,0.17928,0.20187;0.15670,True,c1,hc-inco-t-0.9005-nc-29
a25cd659ed12,B4GAT1,ZDHHC24;SMAP2;RAB2A;ZNF25,4,0.09237,0.12676;0.11727;0.10207;0.02337,False,c1,hc-inco-t-0.9005-nc-29
71998b651141,B4GAT1,ZNF554;TCEAL2,2,0.05525,0.11232;-0.00182,False,c1,hc-inco-t-0.9005-nc-29
e6009c441004,B4GAT1,NOC2L;PSMD12,2,0.07844,0.14271;0.01417,False,c1,hc-inco-t-0.9005-nc-29
64a57fea7cbf,BAALC,NCBP2;TRIM69;GTF2A2;RAN;SRP9;ZNF385A;ID2;POLD2;PTPMT1,9,0.20386,0.34337;0.24809;0.24538;0.22372;0.21813;0.20613;0.18833;0.15196;0.00963,True,c1,hc-inco-t-0.8965-nc-22
dd311703f998,BAALC,HADHB;HMGB3,2,0.09956,0.16979;0.02932,False,c1,hc-inco-t-0.8965-nc-22
77a332b9aac6,BASP1,DPF1;TCEAL6;GOT1,3,0.22771,0.26794;0.22581;0.18937,False,c1,hc-inco-t-0.9019-nc-29
50e636acb48a,BASP1,RBFOX2;ZNF48,2,0.09411,0.14081;0.04742,False,c1,hc-inco-t-0.9019-nc-29
a6a758b87d68,BASP1,YWHAZ;CELF4,2,0.29379,0.39017;0.19741,True,c1,hc-inco-t-0.9019-nc-29
1607a87d442f,BBLN,MAFA;NME1,2,0.06347,0.07119;0.05575,False,c1,hc-inco-t-0.8928-nc-13
acf8842f6fc4,BBLN,BAD;MESP1;MYPOP;DEAF1;SCAND1;GTF3A;PRDX5;SNAPC5;MEIS3;ZNF771,10,0.24952,0.36475;0.31909;0.30927;0.30809;0.29820;0.28539;0.27372;0.19727;0.13400;0.00539,True,c1,hc-inco-t-0.8928-nc-13
5faaec514d27,BBLN,MTA3;RPL35;RPL6,3,0.10898,0.15445;0.13312;0.03937,False,c1,hc-inco-t-0.8928-nc-13
a283e8f6acb1,BBLN,PQBP1;ZNF32;C19orf25,3,0.01711,0.04918;0.03327;-0.03113,False,c1,hc-inco-t-0.8928-nc-13
4401221f2d21,BBLN,MESP2;BCL11B,2,0.14636,0.16391;0.12880,False,c1,hc-inco-t-0.8928-nc-13
99d9cd3b259b,BBLN,TBPL1;UQCRB,2,0.05974,0.10060;0.01887,False,c1,hc-inco-t-0.8928-nc-13
ebc5f3318864,BCAN,ZNF423;PRDM5;MSI2,3,0.02391,0.04048;0.01620;0.01504,False,c1,hc-inco-t-0.8944-nc-16
18705995279e,BCAN,POU3F3;RFX4,2,0.01391,0.04257;-0.01474,False,c1,hc-inco-t-0.8944-nc-16
60672930e50d,BCAN,HMG20B;PARP1,2,0.03029,0.04786;0.01272,False,c1,hc-inco-t-0.8944-nc-16
3fa28330bd77,BCAN,MYLK;TCF7L2,2,0.01428,0.03194;-0.00337,False,c1,hc-inco-t-0.8944-nc-16
d8d4a47c1113,BCAN,TFDP1;GPAM,2,0.036,0.05137;0.02064,False,c1,hc-inco-t-0.8944-nc-16
dfef899dec02,BCAN,CYB5R1;ENO1,2,0.04717,0.08317;0.01117,False,c1,hc-inco-t-0.8944-nc-16
1a79ea92de58,BCAN,SALL3;TOB2,2,0.03578,0.04645;0.02511,False,c1,hc-inco-t-0.8944-nc-16
dd6de7066d96,BCAN,PPARGC1A;SREBF1;HADHB,3,0.00665,0.10091;-0.01915;-0.06182,False,c1,hc-inco-t-0.8944-nc-16
9c85fd8e4d9f,BCAN,EZR;NFIA;NR2E1;MSI1;ID4;PDLIM5;EMX2;TCF7L1;NFIB;SOX2;KCNIP1;PATZ1;GLI3;OTX1;ZHX3;SOX21;RARG,17,0.13477,0.28993;0.26199;0.22366;0.22051;0.17068;0.16658;0.15363;0.14239;0.11147;0.10858;0.09504;0.08687;0.08479;0.07743;0.05153;0.02375;0.02224,True,c1,hc-inco-t-0.8944-nc-16
c3e570ac0867,BCAN,ZBED1;POU3F2,2,0.06208,0.07558;0.04857,False,c1,hc-inco-t-0.8944-nc-16
bb040eb82f7a,BCAS1,ZBTB44;SOX3;FEZ1,3,0.29942,0.39988;0.35858;0.13979,False,c1,hc-inco-t-0.9595-nc-10
e98811502a61,BCAS1,FOXO4;TCFL5;CENPB;ZEB2;MITF;ZBTB47,6,0.46669,0.58009;0.50287;0.50278;0.49512;0.43306;0.28621,True,c1,hc-inco-t-0.9595-nc-10
01c16295c8af,BCAS1,DMRTA2;FOXN2;ZNF84,3,0.09079,0.18488;0.15121;-0.06371,False,c1,hc-inco-t-0.9595-nc-10
edc3f8788bcf,BCAS1,NFYB;MAFK,2,0.00438,0.12038;-0.11163,False,c1,hc-inco-t-0.9595-nc-10
65f6bde7c649,BEX1,DUSP26;SPAG7;SNAPC5,3,0.26866,0.31631;0.25889;0.23078,True,c1,hc-inco-t-0.913-nc-27
b0a7db81e3b8,BEX1,ZNF706;TBPL1,2,0.17732,0.21454;0.14009,False,c1,hc-inco-t-0.913-nc-27
24059ef0119b,BEX1,ZCCHC17;TCEAL2,2,0.26359,0.29144;0.23575,False,c1,hc-inco-t-0.913-nc-27
82014f0cab2b,BEX2,HLF;SNAPC5;ZCCHC17;DUSP26,4,0.14159,0.29320;0.26603;0.00479;0.00234,False,c1,hc-inco-t-0.8633-nc-20
ac8ed6628184,BEX2,TAF9;TCEAL2,2,0.40113,0.46144;0.34082,True,c1,hc-inco-t-0.8633-nc-20
db07ca38f98e,BEX3,TCEAL2;GOT1,2,0.16695,0.17891;0.15499,False,c1,hc-inco-t-0.8942-nc-20
eb4dd6260191,BEX3,TAF9;TCEAL6,2,0.18294,0.35401;0.01186,True,c1,hc-inco-t-0.8942-nc-20
7dede664261c,BEX3,UBE2K;MAGEF1,2,0.04212,0.04814;0.03611,False,c1,hc-inco-t-0.8942-nc-20
d0aeac706b89,BIN1,ZNF316;EWSR1,2,0.10582,0.14855;0.06310,False,c1,hc-inco-t-0.9226-nc-26
2c323b651efe,BIN1,FOXP2;NKX6-2,2,0.09713,0.22916;-0.03490,False,c1,hc-inco-t-0.9226-nc-26
04de2f0bc36a,BIN1,PICK1;GTF3C5;ZBTB17;BRF1;CERS4;DAZAP1;HTATIP2,7,0.22701,0.32174;0.32047;0.31951;0.21370;0.17746;0.13156;0.10460,True,c1,hc-inco-t-0.9226-nc-26
a502cb973fcd,BIN1,TRMT1;E2F4,2,0.05022,0.16986;-0.06943,False,c1,hc-inco-t-0.9226-nc-26
e2aa1f1c8e13,BIN1,DPF2;ARFGAP1,2,0.08038,0.12992;0.03083,False,c1,hc-inco-t-0.9226-nc-26
d238ace98e18,BIN1,KDM4C;MBNL2;SOX10;ZNF574;HIRIP3,5,0.00557,0.08660;0.03240;0.00883;-0.02961;-0.07038,False,c1,hc-inco-t-0.9226-nc-26
f2152bc0f1fc,BIN1,SSBP3;CPEB1;ZGPAT;NPDC1,4,0.03579,0.16177;0.05809;-0.02768;-0.04900,False,c1,hc-inco-t-0.9226-nc-26
98665de77ee8,BIN1,DMRT2;TFEB,2,0.12578,0.14730;0.10426,False,c1,hc-inco-t-0.9226-nc-26
d55c4c44d234,BIN1,TIMM44;CFL2;NR1H2;ZNF506,4,0.02616,0.12155;0.08583;0.04014;-0.14290,False,c1,hc-inco-t-0.9226-nc-26
f537670d6619,BIN1,MYBL1;ZNF524;BANP,3,0.01638,0.06243;0.03386;-0.04714,False,c1,hc-inco-t-0.9226-nc-26
4a28841e9e77,BIN1,HOXD1;YBX1,2,0.00985,0.00985;0.00985,False,c1,hc-inco-t-0.9226-nc-26
0978830a1260,BIN1,ZNF500;ZNF775,2,0.0203,0.03084;0.00977,False,c1,hc-inco-t-0.9226-nc-26
e8496ad49404,BIN1,NOC2L;CDK2AP1;E2F1,3,0.01118,0.05773;0.00787;-0.03205,False,c1,hc-inco-t-0.9226-nc-26
24d028e0b2c4,BIN1,DMAP1;ZNF189;CPTP,3,0.09191,0.12574;0.08749;0.06250,False,c1,hc-inco-t-0.9226-nc-26
45a35a88071d,BIN1,ZNF684;ZNF579,2,0.14694,0.15535;0.13854,False,c1,hc-inco-t-0.9226-nc-26
1fc3ecb65d9b,BSG,KDM4D;ZNF565;HIF1A,3,0.18767,0.23798;0.18627;0.13877,True,c1,hc-inco-t-0.8751-nc-42
32fb2735b92c,BSG,P4HB;NUCB1;PKM,3,0.13561,0.24147;0.10385;0.06152,False,c1,hc-inco-t-0.8751-nc-42
35800a48e69b,BSG,ACAA1;ZNF574,2,0.01316,0.01622;0.01010,False,c1,hc-inco-t-0.8751-nc-42
496d1f8ebfa8,BSG,ZNF449;DIABLO;E2F4,3,0.00095,0.03314;0.02885;-0.05913,False,c1,hc-inco-t-0.8751-nc-42
8a681a45bfc1,BSG,SP6;SOX9;LDB1;ZNF274,4,0.01352,0.14951;0.07762;-0.03944;-0.13362,False,c1,hc-inco-t-0.8751-nc-42
b68364d9ee21,BSG,ZNF362;ZNF625,2,0.10055,0.14546;0.05564,False,c1,hc-inco-t-0.8751-nc-42
20a68d06a8eb,BSG,PCK2;ENO1;ZBTB49,3,0.0425,0.18316;0.02598;-0.08164,False,c1,hc-inco-t-0.8751-nc-42
8cba42f02156,BSG,ZNF408;NPDC1;E4F1;TRIM28,4,0.08187,0.14197;0.09941;0.06666;0.01943,False,c1,hc-inco-t-0.8751-nc-42
037872e519eb,BSG,ZKSCAN5;ESRRA,2,0.04097,0.09131;-0.00937,False,c1,hc-inco-t-0.8751-nc-42
dc4bed91cef2,BSG,NFYC;CSTF2,2,0.00498,0.03794;-0.02799,False,c1,hc-inco-t-0.8751-nc-42
7f6e8906a4a0,BSG,BHLHE40;PATZ1;CD59;ZNF282,4,0.00192,0.02912;0.02413;0.01480;-0.06035,False,c1,hc-inco-t-0.8751-nc-42
fbda73671b07,BTBD2,AGAP2;MYPOP;FBXL19;DEAF1,4,0.34264,0.49163;0.35439;0.31153;0.21300,True,c1,hc-inco-t-0.9361-nc-7
ba93a96836fb,BTBD2,MEIS3;MTA3,2,0.19134,0.19201;0.19068,False,c1,hc-inco-t-0.9361-nc-7
9043c48e2fce,BTF3,UBXN1;HNRNPC,2,0.23934,0.31777;0.16091,False,c1,hc-inco-t-0.9188-nc-20
9861b22649b3,BTF3,POLE3;RAN,2,0.01648,0.03643;-0.00347,False,c1,hc-inco-t-0.9188-nc-20
55a6dcad50de,BTF3,SNRPB2;GTF2B;PSMA6;SUCLG1,4,0.34706,0.39057;0.38015;0.36125;0.25629,True,c1,hc-inco-t-0.9188-nc-20
26d5dd7f608e,CA11,ZNF653;MTA3,2,0.10468,0.11148;0.09788,False,c1,hc-inco-t-0.881-nc-22
6c9a243192f5,CA11,GOT1;CREB3,2,0.14446,0.19986;0.08906,False,c1,hc-inco-t-0.881-nc-22
3db1e9f32fd7,CA11,MAZ;CELF4,2,0.04302,0.06226;0.02378,False,c1,hc-inco-t-0.881-nc-22
2e91072c5458,CA11,AGAP2;DEAF1;MEIS3;MYPOP,4,0.30064,0.44707;0.39204;0.28129;0.08214,True,c1,hc-inco-t-0.881-nc-22
a7656613265c,CA11,STUB1;DPF1,2,0.27252,0.38743;0.15762,False,c1,hc-inco-t-0.881-nc-22
4d7f720dd3ee,CADM4,ERF;ZNF672,2,0.0369,0.10481;-0.03100,False,c1,hc-inco-t-0.9256-nc-24
6f0512bfa5a4,CADM4,NFE2L2;TFEB,2,0.00604,0.03422;-0.02213,False,c1,hc-inco-t-0.9256-nc-24
acc234386fdf,CADM4,PSMC2;SMARCA1,2,0.281,0.30270;0.25929,True,c1,hc-inco-t-0.9256-nc-24
4bc1d7eb6325,CADM4,DAZAP1;ABCF2;RNF114,3,0.07445,0.09952;0.09421;0.02962,False,c1,hc-inco-t-0.9256-nc-24
891ab6480c44,CADM4,P4HB;TRMO,2,0.10132,0.11485;0.08780,False,c1,hc-inco-t-0.9256-nc-24
76d52793ca42,CADM4,USF2;ACAA1,2,0.05907,0.06867;0.04947,False,c1,hc-inco-t-0.9256-nc-24
7484e510bd2a,CADM4,ESRRA;MYNN;ZSCAN21;GTF3C5,4,0.00119,0.06257;0.03401;-0.03224;-0.05959,False,c1,hc-inco-t-0.9256-nc-24
e547a37965af,CADM4,VAMP3;GRHPR;ZBTB5;HNRNPUL1;DPF2;CANX;SFT2D1;ASCC1;CERS2;PATZ1;PARP1;FEZ1;ILF2,13,0.18883,0.27695;0.26295;0.25200;0.23032;0.22889;0.21980;0.20128;0.19186;0.16236;0.14674;0.11430;0.09140;0.07596,False,c1,hc-inco-t-0.9256-nc-24
30544d39a14c,CADM4,IRF9;HNRNPA1;CEBPZ,3,0.05364,0.06809;0.05202;0.04082,False,c1,hc-inco-t-0.9256-nc-24
6b57358877b0,CALM1,CREBL2;AGAP2;TEF;DUSP26;MAFG,5,0.01812,0.09707;0.09209;-0.02406;-0.02845;-0.04605,False,c1,hc-inco-t-0.8928-nc-21
a29c9d81f052,CALM1,UGP2;GTF3A;NME1;ZNF675;RUFY3,5,0.10449,0.24737;0.19478;0.13303;0.06946;-0.12220,False,c1,hc-inco-t-0.8928-nc-21
db669abb0b06,CALM1,MYPOP;MAZ,2,0.08511,0.16917;0.00105,False,c1,hc-inco-t-0.8928-nc-21
5ba76bd2e80e,CALM1,UBE2V1;ZNF697,2,0.1342,0.14567;0.12273,False,c1,hc-inco-t-0.8928-nc-21
7ec8698ec0ed,CALM1,MAPK1;YWHAZ,2,0.14807,0.20017;0.09597,False,c1,hc-inco-t-0.8928-nc-21
fe25b9ca79e6,CALM1,MEF2D;ZCCHC17,2,0.01829,0.14150;-0.10492,False,c1,hc-inco-t-0.8928-nc-21
32b720750379,CALM1,SNAPC5;TCEAL2;MTA3;UBE2K;TCEAL6;STAU2;HLF;CBX7,8,0.25429,0.40059;0.32530;0.30018;0.29833;0.24373;0.20016;0.13518;0.13088,True,c1,hc-inco-t-0.8928-nc-21
9e4e58946d69,CALM2,SNAPC5;ZCCHC17;GOT1,3,0.20476,0.26246;0.20571;0.14610,True,c1,hc-inco-t-0.9596-nc-28
e0542f124f04,CALM2,RUFY3;PSMA6;SPATS2;SOD1;YWHAE;UBE2K,6,0.14063,0.24670;0.21812;0.17992;0.15690;0.05651;-0.01439,False,c1,hc-inco-t-0.9596-nc-28
b1bfda5cf581,CALM2,YWHAZ;ZNF25,2,0.09686,0.13804;0.05567,False,c1,hc-inco-t-0.9596-nc-28
