uid,target,sources,n_sources,note
4f2a6a0b4a3f,RPS28,ARID5A;BCL3;BCL6;CBFB;CEBPB;CEBPD;CIC;DUSP22;ECSIT;EDN1;EEF1D;ELF3;ENO1;ETS2;ETV4;FOSL2;GLIS2;HCLS1;HES6;HIF1A;HMGB3;HNRNPA1;HSF1;ID2;IRF1;IRF7;IRF9;JUNB;KDM4B;KDM5D;KLF16;MYC;MYCL;NFE2L2;NFIL3;NFKB2;ODC1;RAN;RELB;RPL35;RPL6;RPS10;RUFY3;SOX18;STAT1;STAT3;STAT6;TAGLN2;TEAD4;TRAF4;TRIB2;TRIP10;YWHAZ;ZNF384;ZNF672;ZNF710,56,exp-coregnet_pan-tool-coregnet
b8ed4466ae39,RPS3,ARID5A;ASCC1;BCL3;BCL6;CEBPB;CEBPD;DUSP22;ELF3;ENO1;ETS2;EZR;FOSB;FOSL2;HCLS1;HMGB3;HNRNPA1;IRF1;JUNB;KDM5D;KLF10;KLF13;KLF6;NFE2L2;NFIC;NFIL3;NR4A1;ODC1;RAN;RPL6;SCMH1;SOX4;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;UBB;YWHAZ,39,exp-coregnet_pan-tool-coregnet
4648795e2b91,RPS3A,ASH2L;BCL3;BCL6;CEBPD;CERS2;CIC;ELF3;ENO1;ETS2;FOSL2;GTF2I;HCLS1;HDAC2;HIF1A;HMGB3;HNRNPA0;HNRNPA1;HTATIP2;ID2;IRF1;JUNB;KDM5D;LRRFIP1;MAFB;MAPK1;MYCL;NFE2L1;NFE2L2;NFKB1;NME1;NMI;PARP1;PDS5A;RAN;RELB;RPL6;RUVBL1;SP2;SREBF2;STAT3;TAGLN2;TRIB2;UBE2V1;YWHAZ;ZDHHC5;ZMAT2;ZNF629,47,exp-coregnet_pan-tool-coregnet
7a7815d79971,RPS4X,ANXA1;ASCC1;BCL3;BCL6;C19orf25;CEBPD;EDN1;EEF1D;ELF3;ELK3;ENO1;EPAS1;ETS2;FOSB;FOSL2;GADD45A;GTF2A1;HCLS1;HIF1A;HMG20B;HMGB3;HNRNPA1;HNRNPUL1;ID2;ING3;IRF1;IRF9;JUNB;KDM5D;KLF13;KLF5;KLF9;MAFF;MED30;MLXIP;MYC;NFE2L2;NFKB2;NOC2L;NONO;NR3C1;ODC1;OVOL2;PRNP;PSMA6;RAN;RBM3;RELB;RFC3;RPL6;RPS4X;SIN3A;SNAI2;SOX4;SP1;SSBP3;SSRP1;STAT3;STAT5A;STAT6;TAF1;TAF9;TRIB2;TRIM28;TRIP10;UBB;UGP2;VAMP3;VEZF1;YWHAZ;ZBTB16;ZFX;ZNF217;ZNF25;ZNF33B;ZNF627;ZNF85;ZSCAN18,78,exp-coregnet_pan-tool-coregnet
c5783f48cd25,RPS5,ARID5A;BCL3;BCL6;BHLHE40;CBFB;CEBPD;EEF1D;ELF3;ENO1;ETS2;EZR;FOSL2;HES1;HIF1A;HNRNPA1;IRF1;IRF9;JUNB;KLF5;KLF6;MAFF;MYC;NFE2L2;NFIL3;NFKB2;ODC1;PUM3;RELB;RPL35;RPL6;RPS10;STAT3;TAGLN2;TRAF4;TRIB1;TRIB2;TRIB3;YWHAZ;ZNF217,39,exp-coregnet_pan-tool-coregnet
65a9202a4ab2,RPS6,ASCC1;BCL3;BCL6;CEBPB;CEBPD;DUSP22;EEF1D;ELF3;ENO1;EPAS1;ETS2;EZR;FOSB;FOSL2;GLIS2;HCLS1;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KLF5;MBD2;MDM2;NFE2L2;NFIC;RAN;RELB;RPL6;SOX4;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;UBE2V1;YWHAZ;ZBTB16,41,exp-coregnet_pan-tool-coregnet
dfc1d6834566,RPS7,ARID5A;ASCC1;BCL3;BCL6;CBFB;CEBPB;CEBPD;DUSP22;EEF1D;ELF3;ENO1;EPAS1;ETS2;FOSB;FOSL2;GLIS2;GTPBP6;HCLS1;HNRNPA1;ID2;IRF1;JUNB;KDM5D;LRRFIP1;MBD2;MDM2;NFE2L2;NFIC;NR4A1;POLD2;RAN;RELB;RPL6;RPS10;SCMH1;SOX18;SOX4;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;YWHAZ;ZNF22,47,exp-coregnet_pan-tool-coregnet
620e3ebee774,RPS8,ABCF2;ARID5A;ASCC1;BCL3;BCL6;CBFB;CEBPB;CEBPD;DUSP22;ECSIT;EEF1D;ELF3;ELK3;ENO1;EPAS1;ETS2;FOSB;FOSL2;GLIS2;GTPBP6;HCLS1;HNRNPA1;ID2;IRF1;IRF7;IRF9;JUNB;MBD2;MDM2;MLXIP;NFE2L2;NFIC;NFKB2;NME1;NR4A1;PUM3;RELB;RPL35;RPL6;RPS10;SOX18;SOX4;STAT3;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;TRMT1;UBB;YWHAZ;ZNF189;ZNF195;ZSCAN16,54,exp-coregnet_pan-tool-coregnet
1b88a2074440,RPS9,ARID5A;ASCC1;BCL3;BCL6;CEBPD;CPSF4;ELF3;ENO1;ETS2;FOSB;FOSL2;GLIS2;HNRNPA1;HSF1;IRF1;IRF7;IRF9;JUNB;KLF10;KLF16;MLXIP;NFE2L2;NFIC;NFIL3;NFKB2;NR4A1;ODC1;RELA;RELB;SRF;STAT3;TAGLN2;TEAD4;TRIB2;TRIM28;TRIP10;UBB;UBXN1;YWHAZ,39,exp-coregnet_pan-tool-coregnet
72e0286d81cb,RPSA,ARID5A;ASCC1;BCL3;BCL6;CEBPD;CIC;DUSP22;EEF1D;ELF3;ENO1;ETS2;FOSL2;HNRNPA1;HSF1;IRF1;IRF9;JUNB;KDM5D;MLX;NFE2L2;NFIC;NFIL3;NFKB2;NR4A1;ODC1;RELA;RELB;RPL35;RPS10;SRF;STAT3;TAGLN2;TEAD4;TRAF4;TRIB2;TRIP10;YWHAZ,37,exp-coregnet_pan-tool-coregnet
16c232f25b52,SERPINA3,BCL3;BCL6;CEBPD;ELF3;ETS2;FOSB;FOSL2;IRF1;JUNB;NFKB2;RELB;STAT3;TAGLN2;TEAD4;TRIB2;XBP1,16,exp-coregnet_pan-tool-coregnet
a3642e32a72d,SERPINI2,ATF3;BCL3;BHLHA15;BHLHE40;CEBPD;EGR1;ELF3;FOS;FOSB;FOSL2;GLIS2;HES6;IRF1;JUNB;JUND;KDM5D;KLF13;MSC;MYCL;NR1D1;NR4A1;PHLDA2;POU5F1;RELB;STAT3;TAGLN2;TRAF4;TRIB2;TRIB3;UBB,30,exp-coregnet_pan-tool-coregnet
7363231d133e,SLC25A5,APEX1;ASCC1;ATF3;ATF6;BHLHA15;CCDC25;CEBPD;CHURC1;DDIT3;ELF3;ETV5;FOS;FOSB;FOXO3;GADD45A;GTF2F1;HBP1;HTATIP2;JUN;JUNB;KDM5D;KLF10;KLF11;KLF13;KLF15;KLF9;MAFB;NONO;NR1D1;POU5F1;PTF1A;RFC3;SNAI2;SND1;SOX4;STAT5A;TAGLN2;TFCP2L1;UBB;UTP18;YEATS4;ZBTB16;ZNF33B;ZNF706;ZNF85,45,exp-coregnet_pan-tool-coregnet
dc32b18fc3f4,SLC25A6,APEX1;ARID5A;ASCC1;BCL3;BCL6;CBFB;CEBPB;CEBPD;DUSP22;EEF1D;ELF3;ELK3;EPAS1;ETS2;EZR;FOSB;FOSL2;HNRNPA1;HSF1;ID1;ID2;IRF1;JUNB;KDM5D;KLF13;KLF6;MAFF;MLXIP;NFE2L2;NFIC;NFIL3;NFKB2;NR4A1;ODC1;RBM3;RELB;RPS10;SCMH1;SOX4;SPI1;STAT3;STAT5A;STAT6;TAGLN2;TEAD4;TRIB2;TRIP10;UBB;YWHAZ;ZNF217;ZNF384,51,exp-coregnet_pan-tool-coregnet
9c8a733b3754,SLC39A5,ANXA1;BCL3;BHLHA15;CELF6;DUS3L;ESRP2;FOSL2;HIF3A;HSF1;HSF4;JUNB;KDM5D;MNX1;MYCL;PQBP1;RELB;RORC;SNRNP70;TAGLN2;TRIM28;TRMT1;UBXN1;ZBTB16;ZNF10;ZNF189;ZNF251;ZNF432;ZNF524;ZNF581;ZNF692;ZNF706,31,exp-coregnet_pan-tool-coregnet
7c59ae506131,SNRNP70,BCL3;BCL6;CBX7;CEBPD;CLK1;CREB3L4;CRTC2;CXXC1;DMAP1;EBF4;ELF3;FOSB;GATAD1;GLI4;GTPBP6;HEYL;HIF3A;HINFP;HSF1;HSF4;ING4;IRF3;IRF7;IRF9;JUNB;KDM5D;KLF6;LDB1;MAX;METTL3;NFATC4;NR1H3;PHF1;PML;POU5F1;RUFY3;RXRB;SF3B1;SNRNP70;SOX13;STAT1;STAT2;TGIF2;TIA1;TRIB2;TRIM28;TRIP10;TRMT1;UBB;UBXN1;ZBTB1;ZBTB16;ZBTB48;ZFP62;ZNF160;ZNF182;ZNF189;ZNF202;ZNF205;ZNF224;ZNF25;ZNF274;ZNF316;ZNF333;ZNF343;ZNF444;ZNF493;ZNF496;ZNF514;ZNF518A;ZNF524;ZNF558;ZNF581;ZNF691;ZNF692;ZNF700;ZNF768;ZNF780B;ZNF783;ZNF84;ZSCAN26,81,exp-coregnet_pan-tool-coregnet
878cc238652d,SPINK1,AHR;ARID5A;ASCC1;ATF3;BCL3;BCL6;BHLHE40;CEBPD;DUSP22;EPAS1;ETS2;FOSL2;HMGB3;HNRNPA1;ID2;IRF1;JUNB;KDM5D;MBNL2;MSC;NFE2L2;NFIC;NFIL3;PUM3;RAN;RBM7;RELA;RFC2;RUFY3;STAT3;TAGLN2;TEAD4;TRIB2;TRIP10;XBP1,35,exp-coregnet_pan-tool-coregnet
33f81743ca11,SRPRA,ACO1;ARID5A;ASCC1;ATF6;BCL3;BCL6;BHLHA15;CDC5L;CEBPD;CSNK2B;DBP;ELF3;EPAS1;ESRP1;FOSB;FOSL2;FOXK2;HEYL;HIF3A;HNRNPA1;HSF1;ID2;JUNB;KLF10;KLF13;KLF5;LARP1;MIEF1;MRPL1;MTA3;NFIC;NONO;NR4A1;NR4A2;P4HB;PHF1;RBM3;RBPJL;RFC2;SNAI2;SOX4;SREBF2;STAT3;TAGLN2;TEAD4;TFF3;TOB2;TRIM28;UBE2V1;UBXN1;ZNF189;ZNF524;ZNF581;ZNF598;ZNF622,55,exp-coregnet_pan-tool-coregnet
bf0707583fe6,SRRM2,AHDC1;ASCC1;BCL3;BCL6;BHLHA15;CEBPD;CIC;CXXC1;DMAP1;DUSP22;EBF4;EGR1;ELF3;ESRP2;ESRRA;ETS2;FOSL2;HEYL;HIF3A;HP1BP3;HSF4;ING4;IRF1;IRF3;KDM4B;KDM5D;KLF13;KMT2A;KMT2B;MECP2;MLXIP;MYRF;NFAT5;NFATC4;NFKB2;NOC2L;PLAGL1;POU5F1;POU6F1;RBAK;RELB;RUFY3;SETDB1;SF3B1;SFPQ;SMARCA1;SMARCC2;SNAPC4;SNRNP70;SOX4;STAT1;STAT5A;STAT6;TAGLN2;TBP;TIA1;TRAF4;TRIB2;TRIM28;TRIP10;UBB;UBXN1;XRCC1;ZBTB16;ZBTB47;ZKSCAN1;ZKSCAN8;ZNF189;ZNF205;ZNF207;ZNF224;ZNF239;ZNF281;ZNF316;ZNF333;ZNF493;ZNF496;ZNF513;ZNF524;ZNF581;ZNF592;ZNF655;ZNF691;ZNF737;ZNF783;ZNF784;ZNF791,87,exp-coregnet_pan-tool-coregnet
1c80205f2454,SSR2,AKR1A1;ANXA1;ANXA11;APEX1;ASCC1;BCL3;BCL6;BHLHA15;CEBPD;CREB3L4;DGCR8;ECSIT;EEF1D;ELF3;FOS;FOSB;FOSL2;GLIS2;GTF2F1;HNRNPA1;HOMEZ;HSF1;ID1;IRF1;JUNB;KDM5D;KLF10;KLF13;KMT2B;MDM2;MLX;MSC;NFE2L2;NFIC;NFX1;NMI;NR1D1;ODC1;P4HB;PDCD11;PHLDA2;POLD2;PQBP1;PSMA6;RBM42;RBM7;RBMS1;RPS10;SMAD1;SMUG1;SND1;STAT3;TAGLN2;TEAD4;TGIF1;TOB2;TRIM28;UBXN1;VEZF1;XBP1;YWHAZ;ZBTB16;ZBTB7B;ZDHHC24;ZNF16;ZNF32;ZNF335;ZNF354A;ZNF354B;ZNF408;ZNF436;ZNF524;ZNF581;ZNF672,74,exp-coregnet_pan-tool-coregnet
82e048baecdb,SST,BCL3;BCL6;CEBPD;CREB3L1;EGR1;ELF3;ETS2;ETV4;FOS;FOSB;FOSL2;GLIS2;GPD1;HCLS1;HIF3A;HMGB2;IRF1;IRF7;IRF9;JUNB;KDM5D;KLF6;MAFB;MLXIPL;MSC;MYCL;NFIL3;NFKB2;NKX2-2;POU5F1;RELB;SNAI2;SOX4;SPI1;STAT3;TAGLN2;TFF3;TRIB2;TRIB3;ZBTB16;ZNF189;ZNF710,42,exp-coregnet_pan-tool-coregnet
b1d6f154ce2c,SYCN,ARID5A;ATF3;BCL3;BCL6;BHLHE40;CEBPD;CERS2;CREB3L1;DUSP22;EDN1;ELF3;ENO1;EPAS1;ETS2;FOSL2;GLIS2;HIF1A;IRF1;IRF7;IRF9;JUNB;KDM5D;KLF6;MAFB;MAFF;MSC;NFE2L2;NFIL3;NFKB2;NMI;PHLDA2;RAN;RELB;RUFY3;SPI1;STAT3;TAGLN2;TRAF4;TRIB1;TRIB2;TRIB3;TRIP10;ZBTB16;ZNF189;ZNF710,45,exp-coregnet_pan-tool-coregnet
29b48c71570f,TMSB10,ARID5A;BCL3;BCL6;CEBPD;DUSP22;ELF3;ENO1;ETS2;HCLS1;IRF1;IRF3;JUNB;KDM5D;MSC;MYCL;NFKB2;PKM;RELB;SOX4;SPI1;STAT3;STAT6;TAGLN2;TEAD2;TRIB2;ZNF217,26,exp-coregnet_pan-tool-coregnet
d126b27d28e9,TMSB4X,BCL3;BCL6;CD59;CEBPD;EDN1;ELF3;ETS2;FOSB;FOSL2;GLIS2;HCLS1;HIF1A;IRF1;IRF9;JUNB;KLF6;LRRFIP1;MAFF;NFE2L2;NFKB2;RBMS1;RELB;SOX4;SPI1;SRF;STAT3;STAT6;TAGLN2;TRIB2;TRIP10;YWHAZ,31,exp-coregnet_pan-tool-coregnet
5255f8422805,TPT1,AHR;ARID5A;ASCC1;ATF7;BCL6;BCLAF1;CBFB;CCNT2;CEBPB;CEBPD;CLK1;CREM;DAZAP1;EDN1;EEF1D;ELF2;ELF3;EPAS1;ETS2;FOSB;FOSL2;GPBP1L1;HES1;HIF1A;HNRNPA1;HNRNPH3;IRF1;IRF9;JUNB;KDM5D;KLF5;KLF6;MAFF;MBD2;MBNL2;NFE2L2;NFIB;NFIL3;NMI;RBMS1;RELB;RPL35;RPS10;RPS4X;RUFY3;SOX4;STAT1;STAT3;TAF9;TBL1XR1;TBPL1;TRIB2;TRIP10;UBE2V1;VEZF1;YWHAZ;ZNF189;ZNF217;ZNF22;ZNF444;ZNF518A,61,exp-coregnet_pan-tool-coregnet
ad2d5622f1f2,TTR,BCL3;BCL6;CEBPD;EDN1;EGR1;ELF3;FOS;FOSB;FOSL2;HCLS1;HIF3A;HMGB2;ID1;JUN;JUNB;KDM5D;KLF6;MAFB;MLXIPL;MSC;MYC;MYCL;NKX2-2;NR1D1;NR4A1;RELB;SNAI2;SOX4;SPI1;STAT3;TAGLN2;TFF3;TRIB2;UBB;ZBTB16,35,exp-coregnet_pan-tool-coregnet
9962a7563cfc,TXNIP,ACO1;ASCC1;ATF6;BCL6;BHLHA15;CEBPD;DUSP22;EPAS1;ERF;FOSB;FOSL2;FOXO3;HSF1;IRF6;KDM5D;KLF10;KLF11;KLF13;KLF6;KLF9;MDM2;NFIC;NR4A1;PHF1;RFC2;RORA;RORC;SNAI2;SOX4;TAGLN2;TEAD4;TRIM28;XBP1;ZBTB16;ZNF189;ZNF595;ZNF784,37,exp-coregnet_pan-tool-coregnet
38b356e226d2,XBP1,ASCC1;ATF6;BCL3;BCL6;BHLHA15;CEBPD;ELF3;FOSB;FOSL2;FREM1;HMGB3;JUNB;KDM5D;KLF10;KLF13;MDM2;MYCL;NFIC;NR4A1;RELB;RFC2;STAT3;TAGLN2;TEAD4;TRIB2;UBB;XBP1;ZBTB16,28,exp-coregnet_pan-tool-coregnet
